"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","3060","32580","10","19","566","11.098039"
"2","Moonlighter","1290","17970","13","27","959","44.604651"
"3","Sunset Overdrive","1245","15660","12","33","210","10.120481"
"4","Just Chatting","510","6510","12","19","64","7.529411"
"5","Slay the Spire","375","3855","10","16","58","9.28"
"6","Games + Demos","285","3435","12","15","38","8"
"7","Tetris Effect","270","2505","8","13","71","15.777777"
"8","Tetris","270","3480","12","18","34","7.555555"
"9","Worms Reloaded","270","3000","11","13","56","12.444444"
"10","Worms W.M.D","255","2895","11","14","32","7.529411"
"11","Little Witch Academia: Chamber of Time","210","2235","10","14","39","11.142857"
"12","Just Shapes & Beats","195","2250","11","15","29","8.923076"
"13","Beat Hazard","90","945","10","12","3","2"
"14","Wargroove","90","855","9","14","19","12.666666"
"15","Touhou Project","75","1170","15","16","12","9.6"
"16","Rabi-Ribi","60","810","13","15","7","7"
"17","Deathsmiles","45","510","11","12","2","2.666666"
