"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ARK: Survival Evolved","870","2790","2","7","112","7.724137"
"2","Tom Clancy's Rainbow Six Siege","330","900","2","5","40","7.272727"
"3","Overwatch","300","780","1","6","36","7.2"
"4","Rocket League","300","570","1","4","40","8"
"5","PUBG: BATTLEGROUNDS","195","315","1","3","25","7.692307"
"6","Minecraft","165","315","1","4","29","10.545454"
"7","Dota Underlords","150","285","1","4","42","16.8"
"8","UNO","105","615","5","8","11","6.285714"
"9","Grand Theft Auto V","90","330","2","6","10","6.666666"
"10","PUBG Mobile","60","105","1","4","14","14"
"11","Unlisted on Twitch","45","120","2","4","11","14.666666"
"12","ShellShock Live","45","465","10","20","87","116"
"13","Just Chatting","30","60","2","2","2","4"
