"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","2220","107790","45","76","1638","44.27027"
"2","Fire Emblem: Three Houses","1140","48765","43","71","848","44.631578"
"3","Super Mario Maker 2","825","36615","38","68","517","37.6"
"4","Fortnite","495","23685","47","106","377","45.696969"
"5","Monster Prom","165","11655","63","81","185","67.272727"
"6","My Friend Pedro","150","6075","32","48","140","56"
"7","Spellbreak","150","5415","35","47","236","94.4"
"8","Just Chatting","105","4530","44","54","126","72"
"9","Monster Hunter: World","105","5955","56","74","104","59.428571"
"10","60 Seconds!","90","4095","37","58","59","39.333333"
"11","Balancelot","90","2490","27","39","64","42.666666"
"12","Apex Legends","60","1905","27","38","67","67"
