"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Tanks","1170","2130","1","5","130","6.666666"
"2","Rocket League","840","1725","1","5","98","7"
"3","7 Days to Die","285","765","2","5","35","7.368421"
"4","Factorio","240","795","3","7","27","6.75"
"5","Dota Underlords","165","405","2","5","34","12.363636"
"6","DmC: Devil May Cry","150","300","2","4","14","5.6"
"7","Teamfight Tactics","120","195","1","3","14","7"
"8","Satisfactory","120","435","3","5","15","7.5"
"9","Just Chatting","60","15","0","1","3","3"
"10","PUBG: BATTLEGROUNDS","60","105","1","3","10","10"
"11","Devil May Cry 5","60","120","2","3","8","8"
"12","Road Redemption","30","105","3","4","4","8"
"13","Tricky Towers","30","45","1","2","5","10"
