"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rust","2940","6285","1","12","407","8.306122"
"2","Grand Theft Auto V","2400","4305","1","5","235","5.875"
"3","Unlisted on Twitch","930","3240","3","19","187","12.064516"
"4","Grand Theft Auto Online","660","1350","1","5","58","5.272727"
"5","DayZ","525","1350","2","7","123","14.057142"
"6","Panzar","525","1050","1","5","91","10.4"
"7","League of Legends","435","1140","2","5","43","5.931034"
"8","Hurtworld","165","315","1","3","38","13.818181"
"9","Tom Clancy's Rainbow Six Siege","135","225","1","4","15","6.666666"
"10","Squad","105","165","1","3","26","14.857142"
"11","Guild Wars 2","90","270","3","6","19","12.666666"
"12","Albion Online","15","30","2","2","4","16"
