"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Souls","1740","67455","38","74","1003","34.586206"
"2","Darkest Dungeon","1320","51345","39","64","891","40.5"
"3","The Jackbox Party Pack 5","840","35610","41","77","658","47"
"4","SOMA","615","18600","29","42","266","25.951219"
"5","Outlast II","585","20490","34","49","339","34.76923"
"6","Resident Evil 7: Biohazard","495","15120","23","42","270","32.727272"
"7","The Legend of Zelda: Breath of the Wild","345","13200","38","58","161","28"
"8","Super Mario Maker 2","330","8295","13","41","156","28.363636"
"9","Marbles on Stream","330","11400","34","49","213","38.727272"
"10","Welcome to the Game","240","8085","33","52","165","41.25"
"11","Just Chatting","195","4425","21","32","86","26.461538"
"12","The Dwarves","165","3870","23","33","64","23.272727"
"13","Barony","90","1485","16","22","35","23.333333"
"14","skribbl.io","75","3465","46","50","47","37.6"
"15","Fortnite","60","1950","32","34","43","43"
"16","Drawful 2","45","1890","42","50","55","73.333333"
"17","Stories Untold","30","1155","38","41","26","52"
"18","SCP: Containment Breach","15","720","48","48","26","104"
"19","Outlast 2","15","600","40","40","10","40"
"20","Retro","15","345","23","23","19","76"
