"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mount & Blade: Warband","735","212100","283","506","5605","457.55102"
"2","Stellaris","435","121965","280","409","2881","397.37931"
"3","Kingdom Come: Deliverance","315","80055","254","382","1560","297.142857"
"4","Wolfenstein: Youngblood","285","86085","302","510","2298","483.789473"
"5","MORDHAU","255","64230","251","466","1708","401.882352"
"6","War Thunder","225","70920","315","462","2197","585.866666"
"7","Talk Shows & Podcasts","195","44250","226","290","1139","350.461538"
"8","Total War: Three Kingdoms","165","22335","135","175","713","259.272727"
"9","Survarium","150","48585","323","431","1701","680.4"
"10","Tom Clancy's The Division 2","135","22530","166","325","1324","588.444444"
"11","Hot Dogs, Horseshoes & Hand Grenades","120","49005","408","535","1466","733"
"12","World War 3","15","5130","342","342","260","1040"
