"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","3420","18420","4","25","736","12.91228"
"2","F1 2019","435","2265","5","12","89","12.275862"
"3","Marbles on Stream","165","1305","7","9","21","7.636363"
"4","PUBG: BATTLEGROUNDS","90","420","4","6","83","55.333333"
"5","FIFA 19","90","735","7","10","7","4.666666"
"6","Counter-Strike: Global Offensive","90","240","2","4","6","4"
"7","Minecraft","45","150","3","4","4","5.333333"
"8","Football Manager 2019","45","195","4","5","11","14.666666"
"9","Just Chatting","15","45","3","3","2","8"
"10","Grand Theft Auto V","15","75","5","5","2","8"
