"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","5865","46620","6","57","3493","35.734015"
"2","CABAL Online","780","4500","6","12","477","36.692307"
"3","Just Chatting","720","8385","9","48","605","50.416666"
"4","Apex Legends","210","735","3","9","96","27.428571"
"5","Auto Chess","210","1200","6","13","163","46.571428"
"6","DOOM","45","135","3","4","12","16"
"7","Grand Theft Auto V","45","150","3","5","12","16"
"8","Unlisted on Twitch","30","45","1","2","23","46"
"9","Far Cry 5","15","105","7","7","9","36"
"10","Devil May Cry 5","15","120","8","8","13","52"
