"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bleach: Brave Souls","1575","14190","8","22","350","13.333333"
"2","Overwatch","690","2895","3","9","61","5.304347"
"3","Attack on Titan 2: Final Battle","135","360","2","5","20","8.888888"
