"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","765","35880","41","80","1083","84.941176"
"2","PlanetSide 2","720","28125","40","107","1217","101.416666"
"3","Sea of Thieves","570","33405","52","122","2792","293.894736"
"4","Just Chatting","150","9165","59","107","414","165.6"
"5","Counter-Strike","120","3030","25","32","88","44"
"6","Age of Empires II","105","3600","34","42","191","109.142857"
"7","Just Shapes & Beats","105","2610","24","41","115","65.714285"
"8","Witch It","90","2805","31","52","141","94"
"9","MORDHAU","90","1545","17","20","52","34.666666"
"10","Unlisted on Twitch","30","2400","80","86","269","538"
