"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Silent Hill 2","480","1710","3","8","94","11.75"
"2","Parasite Eve II","390","1695","3","7","54","8.307692"
"3","Beyond Good & Evil","360","1635","4","7","39","6.5"
"4","Alan Wake","300","1260","3","9","55","11"
"5","Heroes of the Storm","75","240","3","4","17","13.6"
"6","Dead by Daylight","75","270","3","4","14","11.2"
