"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Surge","1260","4980","3","8","66","3.142857"
"2","FINAL FANTASY VII","660","2610","3","8","36","3.272727"
"3","Dark Souls II","660","3225","4","14","45","4.090909"
"4","The Legend of Zelda: Breath of the Wild","345","1635","4","7","24","4.173913"
"5","Teamfight Tactics","270","1230","4","6","16","3.555555"
"6","Enter the Gungeon","225","885","3","5","4","1.066666"
"7","Marvel Ultimate Alliance 3: The Black Order","210","615","2","5","9","2.571428"
"8","Bloodborne","135","510","3","5","4","1.777777"
"9","FINAL FANTASY XV","90","225","2","4","4","2.666666"
"10","DARK SOULS III","90","210","2","4","2","1.333333"
"11","Hollow Knight","75","240","3","4","1","0.8"
"12","The Messenger","60","210","3","5","5","5"
"13","Shadows: Awakening","60","225","3","4","1","1"
"14","Monster Hunter: World","30","105","3","4","0","0"
