"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2010","10290","4","11","457","13.641791"
"2","PUBG: BATTLEGROUNDS","1185","8925","7","22","495","25.063291"
"3","Rocket League","1155","6435","5","13","430","22.337662"
"4","Fortnite","780","4350","4","11","219","16.846153"
"5","Minecraft","750","4665","5","9","166","13.28"
"6","Counter-Strike: Global Offensive","705","4890","5","13","271","23.063829"
"7","Just Chatting","480","4380","8","18","240","30"
"8","League of Legends","435","2475","5","13","76","10.482758"
"9","SMITE","135","705","5","8","108","48"
"10","Grand Theft Auto V","90","345","3","5","21","14"
"11","Marbles on Stream","75","915","12","14","48","38.4"
"12","The Sims 4","60","255","4","6","16","16"
"13","Naruto Shippuden: Ultimate Ninja Storm 4","60","375","7","11","38","38"
"14","For the King","60","165","2","4","5","5"
"15","Unlisted on Twitch","60","450","7","8","13","13"
"16","World of Warcraft","30","135","4","5","14","28"
