"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","810","630","0","3","52","3.851851"
"2","PUBG: BATTLEGROUNDS","360","390","0","3","26","4.333333"
"3","My Friend Pedro","315","435","1","5","29","5.523809"
"4","Dota 2","45","75","1","2","8","10.666666"
