"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","HITMAN 2","660","20895","30","47","483","43.90909"
"2","Minecraft","495","23010","39","62","989","119.878787"
"3","Human: Fall Flat","435","13710","31","75","673","92.827586"
"4","The Elder Scrolls V: Skyrim","375","11100","28","40","233","37.28"
"5","Portal 2","315","7545","23","40","136","25.904761"
"6","Wolfenstein: Youngblood","270","5220","19","23","78","17.333333"
"7","Kingdom: New Lands","240","8850","36","43","148","37"
"8","Q.U.B.E. 2","210","7830","31","47","618","176.571428"
"9","Besiege","195","6525","31","40","142","43.692307"
"10","Art","165","3885","23","29","89","32.363636"
"11","Surgeon Simulator 2013","120","2625","22","25","77","38.5"
"12","The LEGO Movie Videogame","120","3975","33","36","67","33.5"
"13","Wolfenstein II: The New Colossus","90","1560","17","21","76","50.666666"
"14","Back to Bed","75","2385","31","34","53","42.4"
"15","Grand Theft Auto V","60","1245","20","24","43","43"
"16","Desync","45","930","20","22","42","56"
"17","Teleglitch","30","600","20","20","9","18"
"18","Just Chatting","30","1050","35","46","186","372"
"19","Planet Coaster","30","705","23","24","3","6"
"20","English Country Tune","15","225","15","15","0","0"
