"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1155","11055","8","15","222","11.532467"
"2","Overwatch","405","3900","8","19","70","10.37037"
"3","Just Chatting","345","5370","12","23","51","8.869565"
"4","Team Fortress 2","315","4815","12","24","144","27.428571"
"5","osu!","240","2295","9","19","65","16.25"
"6","Art","180","2820","15","19","41","13.666666"
"7","Call of Duty: Black Ops II","165","1875","10","16","29","10.545454"
"8","Minecraft","150","1515","10","14","28","11.2"
"9","Food & Drink","150","1845","12","16","42","16.8"
"10","Crash Team Racing Nitro-Fueled","150","1650","10","14","52","20.8"
"11","The Jackbox Party Pack 5","135","2040","11","26","80","35.555555"
"12","The Jackbox Party Pack 4","75","1170","15","18","26","20.8"
"13","Jackbox Party Packs","75","975","14","16","58","46.4"
"14","The Jackbox Party Pack 2","60","750","12","14","8","8"
"15","Dream Daddy: A Dad Dating Simulator","15","60","4","4","0","0"
