"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Art","3435","58500","15","51","2306","40.279475"
"2","Just Chatting","375","5625","14","25","302","48.32"
"3","World of Warcraft","225","2820","12","20","116","30.933333"
"4","Titan Quest Anniversary Edition","180","2385","13","18","130","43.333333"
"5","Tom Clancy's The Division 2","180","2880","16","20","123","41"
"6","Sea of Thieves","75","1545","20","23","29","23.2"
