"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","4200","26520","5","17","1166","16.657142"
"2","Kingdom Come: Deliverance","1680","13290","6","16","527","18.821428"
"3","Dead Island","540","3330","5","10","166","18.444444"
"4","Teamfight Tactics","360","2340","7","10","109","18.166666"
"5","Twitch Sings","165","660","4","8","29","10.545454"
"6","Left 4 Dead 2","105","750","7","9","19","10.857142"
"7","Mutant Year Zero: Road to Eden","90","510","5","8","11","7.333333"
"8","BoxVR","90","210","1","5","23","15.333333"
"9","That's You!","75","255","3","6","16","12.8"
"10","Knowledge is Power","45","120","2","3","6","8"
"11","Just Chatting","30","135","4","6","12","24"
"12","Assassin's Creed Origins","30","75","2","4","7","14"
