"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Star Citizen","2085","4890","1","6","227","6.532374"
"2","Dying Light","1125","2850","2","5","78","4.16"
"3","Generation Zero","1020","2970","2","8","153","9"
"4","Assassin's Creed Origins","495","1365","2","5","47","5.696969"
"5","Destiny 2","390","675","1","4","34","5.230769"
"6","No Man's Sky","330","675","2","5","51","9.272727"
"7","Crysis 2","315","870","2","5","38","7.238095"
"8","Metro Exodus","225","810","3","6","31","8.266666"
"9","DOOM","120","345","2","4","21","10.5"
"10","Warframe","75","210","2","5","5","4"
"11","Euro Truck Simulator 2","45","15","0","1","3","4"
"12","Just Chatting","45","150","3","4","10","13.333333"
