"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2985","219915","65","165","5440","109.346733"
"2","World of Warcraft","2115","126945","57","116","2335","66.241134"
"3","Counter-Strike: Global Offensive","1170","122205","106","160","1828","93.743589"
"4","Overwatch","405","42165","102","128","617","91.407407"
"5","Destiny 2","285","39960","104","188","939","197.68421"
"6","Apex Legends","240","18450","75","107","546","136.5"
"7","Grand Theft Auto V","195","9600","49","78","247","76"
"8","Just Chatting","135","17535","123","173","317","140.888888"
"9","Field of Glory: Empires","90","10110","112","116","160","106.666666"
"10","Tom Clancy's Rainbow Six Siege","90","7020","66","102","232","154.666666"
"11","Black Desert","75","10785","143","157","204","163.2"
"12","Deathgarden: BLOODHARVEST","75","8745","116","126","170","136"
"13","Unlisted on Twitch","45","405","9","14","28","37.333333"
"14","Gloomhaven","30","4890","163","171","80","160"
"15","The Cycle","30","3855","128","138","73","146"
"16","Call of Duty: Black Ops 4","30","5085","169","177","101","202"
"17","Hunt: Showdown","15","0","0","0","0","0"
"18","Insurgency: Sandstorm","15","495","33","33","84","336"
