"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","7845","47078985","5519","24608","1564324","11964.237093"
"2","Battalion 1944","555","930945","2005","4637","66607","7200.756756"
"3","Pummel Party","390","852720","2112","4527","40958","6301.230769"
"4","Call of Duty: Black Ops II","165","219465","1450","1949","30840","11214.545454"
"5","Unlisted on Twitch","165","306795","1859","2056","8706","3165.818181"
"6","Krunker","135","362640","2686","3139","21128","9390.222222"
"7","Hearthstone","75","133425","1875","2585","10885","8708"
"8","Call of Duty: Black Ops","15","15255","1017","1017","2512","10048"
"9","Just Chatting","15","31875","2125","2125","5521","22084"
"10","Teamfight Tactics","15","41025","2735","2735","4562","18248"
"11","Chess","15","19140","1276","1276","3906","15624"
