"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","765","3420","4","10","50","3.921568"
"2","Retro","585","3255","5","15","54","5.538461"
"3","Kingdoms of Amalur: Reckoning","585","2670","4","8","74","7.589743"
"4","Mario Kart 8","570","3030","4","9","37","3.894736"
"5","Oddworld: New 'n' Tasty","405","1215","3","7","17","2.518518"
"6","Splatoon 2","285","1200","3","7","11","2.315789"
"7","Super Smash Bros. Ultimate","255","1485","6","12","29","6.823529"
"8","Crash Team Racing Nitro-Fueled","255","705","2","11","20","4.705882"
"9","Trash","150","630","4","7","8","3.2"
"10","Overwatch","135","765","5","7","8","3.555555"
"11","S.T.A.L.K.E.R.: Call of Pripyat","135","510","2","7","12","5.333333"
"12","Bully","15","45","3","3","4","16"
"13","Mario Tennis Aces","15","60","4","4","2","8"
