"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","6300","249216210","36926","69375","6700114","63810.609523"
"2","Overwatch","3270","95767695","28236","44650","4232588","77662.165137"
"3","DayZ","1170","24442440","20605","29289","777405","39866.923076"
"4","Just Chatting","795","11525175","12566","28890","902409","68106.339622"
"5","PUBG: BATTLEGROUNDS","405","12942975","30609","41484","421533","62449.333333"
"6","Minecraft","315","9458880","28903","39081","599748","114237.714285"
"7","Tom Clancy's Rainbow Six Siege","255","6900825","27820","32119","343705","80871.764705"
"8","Ring of Elysium","180","5381715","30042","35031","214985","71661.666666"
"9","Warframe","120","2481960","20683","23086","183235","91617.5"
"10","Counter-Strike","90","3450135","38334","39156","105948","70632"
"11","Hunt: Showdown","75","1772700","23636","24105","74876","59900.8"
"12","The Cycle","60","1373325","22888","23988","91146","91146"
"13","Mountain","30","594405","19813","21158","56594","113188"
"14","Pavlov VR","30","793440","26448","27033","28710","57420"
"15","Blade & Sorcery","30","750120","25004","26024","18823","37646"
