"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","4875","80325","16","52","6904","84.972307"
"2","Apex Legends","2250","42525","15","52","3865","103.066666"
"3","Rust","420","4845","10","25","500","71.428571"
"4","Grand Theft Auto V","240","3420","14","21","33","8.25"
"5","Tom Clancy's Rainbow Six Siege","225","2415","9","22","62","16.533333"
"6","KovaaK's Aim Trainer","180","1845","9","22","109","36.333333"
"7","Madden NFL 20","180","2010","11","18","42","14"
"8","PUBG: BATTLEGROUNDS","150","2355","15","23","23","9.2"
"9","Counter-Strike","135","1905","14","23","37","16.444444"
"10","Ring of Elysium","105","2400","22","31","59","33.714285"
"11","NBA 2K19","75","1110","15","26","26","20.8"
