"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","6390","31980","4","12","1520","14.2723"
"2","Hearthstone","1905","14715","7","20","461","14.519685"
"3","Counter-Strike: Global Offensive","720","3465","4","9","153","12.75"
"4","League of Legends","630","3405","5","11","148","14.095238"
"5","Ori and the Blind Forest","375","1800","4","8","26","4.16"
"6","The Mean Greens: Plastic Warfare","150","510","2","6","62","24.8"
"7","Apex Legends","120","555","4","5","13","6.5"
"8","Just Chatting","60","420","7","9","18","18"
"9","Overwatch","60","255","4","5","3","3"
"10","Dead Cells","30","180","6","7","7","14"
"11","Unlisted on Twitch","15","45","3","3","13","52"
