"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mafia II","420","825","1","5","19","2.714285"
"2","DayZ","255","480","1","3","12","2.823529"
"3","Do Not Feed the Monkeys","210","465","2","3","4","1.142857"
"4","Keep Talking and Nobody Explodes","135","420","3","4","27","12"
"5","Cooking Simulator","105","360","2","5","10","5.714285"
"6","Call of Duty: Black Ops","60","150","2","3","2","2"
"7","Dota 2","60","120","2","2","1","1"
"8","Garry's Mod","45","90","2","2","4","5.333333"
"9","Cities: Skylines","30","75","2","3","2","4"
"10","Just Chatting","15","30","2","2","1","4"
