"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mortal Kombat 11","915","26025","27","45","622","40.786885"
"2","Marvel Ultimate Alliance 3: The Black Order","195","4575","23","34","78","24"
"3","Dead by Daylight","195","5565","28","36","138","42.461538"
"4","NieR: Automata","195","5010","25","33","167","51.384615"
"5","Tekken 7","165","4755","28","37","145","52.727272"
"6","Street Fighter V","165","5580","33","42","124","45.090909"
"7","SoulCalibur VI","135","3990","29","43","107","47.555555"
"8","SAMURAI SHODOWN","60","1950","32","40","32","32"
"9","BlazBlue: Cross Tag Battle","45","855","19","20","47","62.666666"
"10","Super Smash Bros. Ultimate","30","405","13","19","22","44"
"11","Marvel vs. Capcom 3: Fate of Two Worlds","30","570","19","20","17","34"
"12","Food & Drink","30","870","29","30","22","44"
"13","Friday the 13th: The Game","15","300","20","20","0","0"
"14","Just Chatting","15","150","10","10","35","140"
