"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota Underlords","4875","2108955","421","982","45475","559.692307"
"2","Just Chatting","1110","509025","446","664","25816","1395.459459"
"3","Grand Theft Auto: San Andreas","855","338610","401","611","7599","533.263157"
"4","Grand Theft Auto III","810","313110","385","518","9415","697.407407"
"5","Gwent: The Witcher Card Game","285","122535","429","571","6101","1284.421052"
"6","Katana ZERO","255","66780","261","353","1803","424.235294"
"7","Severance: Blade of Darkness","105","30810","293","343","793","453.142857"
"8","FINAL FANTASY XV","90","29535","328","403","990","660"
"9","Salt and Sanctuary","75","31965","426","443","860","688"
"10","Celeste","60","22935","382","409","934","934"
"11","Sid Meier's Civilization VI","60","23850","397","404","922","922"
"12","The Simpsons: Hit & Run","60","26490","441","465","783","783"
"13","FAR: Lone Sails","60","27180","453","465","911","911"
"14","Mount & Blade: Warband","45","17370","386","414","2917","3889.333333"
"15","60 Seconds!","45","18930","420","440","539","718.666666"
