"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","855","2745","2","7","58","4.070175"
"2","Pogostuck: Rage With Your Friends","705","2745","2","8","63","5.361702"
"3","Friday the 13th: The Game","660","1935","2","8","33","3"
"4","Getting Over It with Bennett Foddy","390","1200","2","7","43","6.615384"
"5","Just Chatting","345","900","2","8","41","7.130434"
"6","Yu-Gi-Oh! Duel Links","180","1125","4","9","16","5.333333"
"7","Warface","150","690","3","7","6","2.4"
"8","No Man's Sky","105","240","2","5","8","4.571428"
"9","VRChat","60","150","2","4","10","10"
"10","Dead by Daylight","30","45","1","2","1","2"
