"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","8190","62070","6","22","740","5.421245"
"2","Rocket League","900","5700","6","10","79","5.266666"
"3","Golf With Your Friends","345","2325","5","12","22","3.826086"
"4","Grand Theft Auto V","150","1035","6","9","19","7.6"
"5","FIFA 19","135","915","7","13","8","3.555555"
"6","skribbl.io","105","885","7","12","20","11.428571"
"7","Apex Legends","75","345","4","6","6","4.8"
"8","Call of Duty: Modern Warfare Remastered","60","345","5","7","0","0"
"9","Call of Duty: Modern Warfare 2","45","330","7","8","15","20"
"10","Call of Duty: Black Ops 4","30","165","5","6","1","2"
"11","Just Chatting","15","90","6","6","7","28"
