"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Marvel's Spider-Man","1155","4665","3","9","113","5.870129"
"2","Shadow of the Colossus","1065","4275","3","10","57","3.211267"
"3","Metal Gear Solid","1035","5220","4","8","73","4.231884"
"4","Metal Gear Solid 4: Guns of the Patriots","930","6165","5","13","121","7.806451"
"5","ICO & Shadow Of The Colossus Collection","750","2250","2","6","42","3.36"
"6","The Legend of Zelda: The Wind Waker HD","675","2220","2","7","75","6.666666"
"7","The Legend of Zelda: A Link to the Past","615","1410","1","5","47","4.585365"
"8","Gravity Rush","555","1815","2","7","48","5.189189"
"9","The Last Guardian","525","3045","5","8","39","4.457142"
"10","Retro","510","1575","2","7","38","4.470588"
"11","Killzone 3","435","1770","3","7","28","3.862068"
"12","Ninja Gaiden Black","390","1815","4","8","43","6.615384"
"13","Hellblade: Senua's Sacrifice","345","1860","6","12","26","4.521739"
"14","Red Dead Redemption 2","315","2325","7","10","69","13.142857"
"15","The Last of Us","315","1020","2","7","27","5.142857"
"16","Uncharted: The Nathan Drake Collection","270","1290","3","17","31","6.888888"
"17","Banjo-Kazooie","255","1380","4","10","19","4.470588"
"18","Metal Gear Solid 3: Snake Eater","165","810","4","8","18","6.545454"
"19","Unlisted on Twitch","165","510","2","5","12","4.363636"
"20","Super Mario Maker 2","150","555","3","7","10","4"
"21","Abzu","120","240","2","4","12","6"
"22","Uncharted 4: A Thief's End","105","555","5","8","6","3.428571"
"23","Metal Gear Solid V: Ground Zeroes","105","450","4","6","13","7.428571"
"24","Uncharted: Drake's Fortune","75","465","6","8","9","7.2"
