"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bloodstained: Ritual of the Night","990","61545","58","94","882","53.454545"
"2","Super Mario Maker 2","930","58590","61","97","663","42.774193"
"3","Just Chatting","705","45960","57","131","919","78.212765"
"4","Pokémon Red/Blue","195","18480","90","123","283","87.076923"
"5","Marvel's Spider-Man","180","15690","77","145","250","83.333333"
"6","Jackbox Party Packs","135","8925","61","77","129","57.333333"
"7","Super Smash Bros. Ultimate","135","11235","80","111","147","65.333333"
"8","Rocket League","120","5835","48","54","51","25.5"
"9","Super Mario Party","75","5640","75","88","77","61.6"
"10","Golf With Your Friends","60","3900","65","69","59","59"
"11","Mario Kart 8","45","2865","63","66","23","30.666666"
"12","Baba is You","30","2520","84","88","19","38"
