"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Smash Bros. Melee","3630","269295","67","254","7141","118.033057"
"2","Lost Odyssey","2535","37605","13","121","1522","36.023668"
"3","Blue Dragon","1890","17070","9","25","739","23.460317"
"4","Ultra Street Fighter IV","360","11310","32","76","739","123.166666"
"5","The Messenger","135","1455","10","15","81","36"
"6","Banjo-Kazooie: Nuts & Bolts","105","2535","16","33","116","66.285714"
"7","My Friend Pedro","105","4125","39","55","315","180"
"8","Unlisted on Twitch","75","2340","31","37","71","56.8"
"9","Earthworm Jim","75","2730","36","86","127","101.6"
"10","RAGE 2","45","570","12","14","74","98.666666"
"11","Far Cry New Dawn","45","495","11","15","46","61.333333"
