"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","VRChat","810","12045","12","118","530","39.259259"
"2","Alien: Isolation","300","4230","22","56","99","19.8"
"3","Metro Redux","225","1230","5","10","53","14.133333"
"4","Terraria","180","1590","8","14","58","19.333333"
"5","Viscera Cleanup Detail","165","720","4","6","15","5.454545"
"6","Phoenix Wright: Ace Attorney Trilogy HD","90","690","7","10","20","13.333333"
"7","Team Fortress 2","90","1140","12","24","29","19.333333"
"8","Just Chatting","60","315","5","10","19","19"
"9","Apex Legends","45","1065","23","27","44","58.666666"
"10","Beat Saber","45","1065","31","56","43","57.333333"
