"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","1425","9765","6","12","282","11.873684"
"2","Elite: Dangerous","855","5160","6","11","116","8.14035"
"3","Attack on Titan 2","375","1995","4","11","145","23.2"
"4","Crystalline","315","1650","4","7","66","12.571428"
"5","Generation Zero","240","765","3","6","33","8.25"
"6","Beat Saber","180","600","3","5","15","5"
"7","Just Chatting","180","750","4","9","19","6.333333"
"8","Apex Legends","180","795","4","7","36","12"
"9","Monster Hunter: World","150","585","3","6","25","10"
"10","Worms Clan Wars","120","675","5","7","15","7.5"
"11","War for the Overworld","90","285","3","4","8","5.333333"
"12","Yu-Gi-Oh! Duel Links","90","195","2","3","5","3.333333"
"13","For Honor","75","1335","17","59","0","0"
"14","No Man's Sky","60","210","3","6","4","4"
"15","Tom Clancy's Rainbow Six Siege","45","60","1","2","3","4"
"16","Dragon Ball: Xenoverse 2","45","105","2","3","1","1.333333"
