"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","1515","320535","209","300","6628","262.495049"
"2","Pokémon Black/White","1260","254745","201","379","5309","252.809523"
"3","Pokémon Platinum","735","131220","176","288","2622","214.040816"
"4","Super Mario Odyssey","630","122925","201","303","2088","198.857142"
"5","Mario Tennis Aces","270","51015","193","256","959","213.111111"
"6","Fortnite","225","35820","159","200","860","229.333333"
"7","MLB The Show 19","210","36000","171","221","656","187.428571"
"8","Shrek Extra Large","195","42060","215","254","830","255.384615"
"9","Bastion","165","16635","100","159","510","185.454545"
"10","Twitch Sings","150","55350","369","451","1186","474.4"
"11","Wolfenstein: Youngblood","75","7515","100","110","121","96.8"
"12","Super Mario Maker 2","60","10470","174","194","185","185"
