"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2955","36945","12","19","300","6.09137"
"2","Minecraft","1005","15270","14","21","133","7.940298"
"3","Euro Truck Simulator 2","645","8685","13","19","107","9.953488"
"4","League of Legends","330","4500","11","17","40","7.272727"
"5","Twitch Sings","210","3525","16","20","45","12.857142"
"6","Counter-Strike: Global Offensive","150","2310","15","17","18","7.2"
"7","The Jackbox Party Pack 2","135","2595","18","23","30","13.333333"
"8","Tekken 7","75","1020","13","15","12","9.6"
"9","Hand Simulator","75","645","8","12","19","15.2"
"10","Garry's Mod","75","990","13","17","23","18.4"
"11","The Jackbox Party Pack 5","30","375","12","13","14","28"
"12","skribbl.io","15","210","14","14","0","0"
