"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","930","33045","34","57","1220","78.709677"
"2","Killing Floor 2","675","26070","41","58","716","63.644444"
"3","Diablo III","585","16635","26","48","853","87.487179"
"4","Destiny 2","285","11310","40","52","388","81.68421"
"5","Human: Fall Flat","225","8460","37","64","262","69.866666"
"6","Dead by Daylight","210","5745","26","50","216","61.714285"
"7","MORDHAU","150","3855","25","36","105","42"
"8","Apex Legends","135","3255","24","38","116","51.555555"
"9","Monopoly Plus","60","1170","19","28","90","90"
"10","Card Games","30","1140","38","42","107","214"
