"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Resident Evil 2","1185","63600","63","103","1436","72.70886"
"2","Fortnite","855","36750","43","91","1234","86.596491"
"3","KurtzPel","510","27135","52","74","707","83.17647"
"4","PUBG: BATTLEGROUNDS","465","35775","75","113","760","98.064516"
"5","BioShock","210","8520","39","50","230","65.714285"
"6","Human: Fall Flat","180","12555","65","96","249","83"
"7","Apex Legends","165","9495","57","65","160","58.181818"
"8","Dead by Daylight","105","5910","57","68","102","58.285714"
"9","Teamfight Tactics","90","4830","53","57","68","45.333333"
"10","Sword Art Online: Fatal Bullet","60","5205","86","91","166","166"
"11","Ring of Elysium","60","3405","56","65","111","111"
"12","UNO","45","4365","97","99","87","116"
"13","Talk Shows & Podcasts","45","2340","52","54","55","73.333333"
