"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Guild Wars 2","2730","27045","9","22","610","13.406593"
"2","Dota Underlords","510","3270","5","13","80","9.411764"
"3","Two Point Hospital","390","2160","5","11","47","7.230769"
"4","Bastion","390","1620","3","9","27","4.153846"
"5","Ori and the Blind Forest","360","1335","3","7","21","3.5"
"6","Oxygen Not Included","120","585","4","8","12","6"
