"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mount & Blade: Warband","3375","74100","20","84","1467","26.08"
"2","Earth Defense Force 5","1305","35445","26","71","1016","46.712643"
"3","Divinity: Original Sin II","1095","19845","19","47","530","29.041095"
"4","Iratus: Lord of the Dead","1080","52335","43","159","944","52.444444"
"5","RimWorld","585","12540","21","32","250","25.641025"
"6","Squad","315","4440","13","23","171","32.571428"
"7","Fallout 4","300","5055","16","25","91","18.2"
"8","Streets of Rogue","270","7005","25","34","173","38.444444"
"9","Sky Link","195","4110","21","50","102","31.384615"
"10","COLLAPSED","195","2295","11","24","79","24.307692"
"11","Destiny 2","180","2970","16","20","41","13.666666"
"12","Post Scriptum","120","2820","23","28","80","40"
"13","MORDHAU","120","870","7","10","65","32.5"
"14","Dauntless","90","720","8","11","43","28.666666"
