"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Friday the 13th: The Game","3660","93030","24","59","2595","42.540983"
"2","League of Legends","1965","28290","13","23","899","27.450381"
"3","Just Chatting","1680","19575","9","28","1280","45.714285"
"4","A Hat in Time","1005","16170","15","23","278","16.597014"
"5","The Binding of Isaac: Repentance","975","14490","14","20","390","24"
"6","Alien: Isolation","810","11595","13","22","213","15.777777"
"7","Baba is You","795","25935","25","327","2874","216.90566"
"8","A Plague Tale: Innocence","600","6900","11","16","133","13.3"
"9","Plague Inc: Evolved","540","7215","13","19","208","23.111111"
"10","The Room Three","345","4635","13","16","83","14.434782"
"11","The Walking Dead: Season One","255","3675","14","19","77","18.117647"
"12","Monster Hunter: World","105","1410","13","17","49","28"
"13","Dead by Daylight","75","690","9","12","35","28"
"14","Bio Inc. Redemption","15","135","9","9","6","24"
