"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Games + Demos","2355","4575","1","4","37","0.942675"
"2","Bleach: Brave Souls","900","3810","4","19","96","6.4"
"3","The Elder Scrolls V: Skyrim","540","1080","1","4","1","0.111111"
"4","Resident Evil 4","525","1020","1","4","14","1.6"
"5","Resident Evil: Revelations","420","690","1","4","13","1.857142"
"6","Fable Anniversary","345","525","1","3","13","2.260869"
"7","Resident Evil 2","300","795","2","5","5","1"
"8","Fate/Grand Order","180","480","3","6","18","6"
"9","Unlisted on Twitch","135","330","2","3","1","0.444444"
"10","Resident Evil 5","45","120","2","4","2","2.666666"
"11","Pokémon Masters","45","270","6","10","9","12"
