"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","1845","87030","45","81","1192","38.764227"
"2","Welcome to the Game II","450","25560","59","79","373","49.733333"
"3","Just Chatting","315","14205","41","57","322","61.333333"
"4","Fortnite","270","13065","46","84","252","56"
"5","Doki Doki Literature Club!","60","2625","43","50","79","79"
