"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","6315","8070","0","7","185","1.757719"
"2","Just Chatting","255","360","1","3","13","3.058823"
"3","Madden NFL 20","240","450","1","4","9","2.25"
"4","Tom Clancy's The Division 2","225","255","0","2","2","0.533333"
"5","Star Wars Battlefront II","180","510","2","4","4","1.333333"
"6","Gears 5","150","345","2","5","15","6"
"7","Call of Duty: Black Ops 4","105","150","1","3","2","1.142857"
"8","Ashes of the Singularity","105","150","1","3","1","0.571428"
"9","Battlefield V","90","90","1","1","4","2.666666"
"10","Metro Exodus","60","15","0","1","1","1"
"11","Dauntless","45","150","3","4","1","1.333333"
"12","Wolfenstein: Youngblood","45","0","0","0","0","0"
"13","Overcooked!","30","45","1","2","1","2"
"14","Tom Clancy's Ghost Recon: Future Soldier","15","15","1","1","0","0"
