"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","8625","33314100","3669","10592","426287","2965.474782"
"2","Borderlands 2","840","1826775","2088","2958","29574","2112.428571"
"3","Marvel Ultimate Alliance 3: The Black Order","585","2019375","2484","5087","27703","2841.333333"
"4","Dragon Quest Builders 2","510","1484835","2913","4103","22484","2645.17647"
"5","The Legend of Zelda: A Link to the Past","450","1145010","2544","3229","14759","1967.866666"
"6","Sea of Thieves","360","1042515","2897","3266","15158","2526.333333"
"7","Rocket League","240","647070","2695","3106","7349","1837.25"
"8","The Legend of Zelda: Breath of the Wild","240","672495","2564","3390","11286","2821.5"
"9","Talk Shows & Podcasts","180","483375","2769","3327","7328","2442.666666"
"10","Borderlands","120","177660","1480","1928","6062","3031"
