"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Paper Mario","1005","32220","30","65","896","53.492537"
"2","Super Mario RPG: Legend of the Seven Stars","795","26835","40","69","908","68.528301"
"3","Super Mario Maker 2","690","32490","41","107","941","81.826086"
"4","The Legend of Zelda: Breath of the Wild","675","27450","39","82","813","72.266666"
"5","Super Mario Bros. 2","330","9840","36","54","292","53.090909"
"6","World of Warcraft","285","9795","34","53","380","80"
"7","Talk Shows & Podcasts","285","16365","50","151","286","60.210526"
"8","Super Mario Bros. 2","180","7035","38","49","147","49"
"9","Just Chatting","165","6750","32","70","152","55.272727"
"10","Pokémon Trading Card Game","150","6660","43","99","282","112.8"
"11","Fire Emblem: Three Houses","120","5685","47","55","155","77.5"
"12","Diablo III","90","1455","14","22","102","68"
"13","Dr. Mario World","75","3135","46","61","95","76"
"14","Food & Drink","15","435","29","29","37","148"
