"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Paladins","720","2085","2","8","87","7.25"
"2","Jackbox Party Packs","570","4515","7","15","286","30.105263"
"3","The Sims 4","510","1980","3","11","51","6"
"4","World of Warcraft","480","1080","1","5","42","5.25"
"5","Dota 2","465","645","1","3","27","3.48387"
"6","Minecraft","330","690","2","4","67","12.181818"
"7","Just Chatting","255","585","2","5","31","7.294117"
"8","Sea of Solitude","150","165","1","2","11","4.4"
"9","Youtubers Life","150","345","2","3","10","4"
"10","Overwatch","150","390","2","5","30","12"
"11","Heroes of the Storm","135","150","1","2","8","3.555555"
"12","The Movies","135","345","2","3","13","5.777777"
"13","Space Rangers HD: A War Apart","120","135","1","2","15","7.5"
"14","Tom Clancy's The Division 2","120","255","2","4","14","7"
"15","Risk of Rain 2","105","270","2","3","13","7.428571"
"16","Godhood","90","195","2","3","9","6"
"17","Warframe","90","45","0","2","6","4"
"18","Destiny 2","90","165","1","3","5","3.333333"
"19","Out There","75","180","2","4","9","7.2"
"20","Titanfall 2","45","210","4","7","5","6.666666"
"21","The Sims Medieval: Pirates and Nobles","45","45","1","1","3","4"
"22","Space Colony","45","45","1","1","0","0"
"23","Switchblade","45","135","3","6","5","6.666666"
"24","Terraria","45","195","4","5","18","24"
"25","Totally Accurate Battle Simulator","45","90","2","3","7","9.333333"
"26","Oxygen Not Included","45","135","3","4","4","5.333333"
"27","Satisfactory","30","30","1","1","5","10"
"28","Mad Games Tycoon","30","30","1","1","2","4"
"29","Astroneer","30","30","1","1","2","4"
"30","Watch Dogs 2","15","45","3","3","0","0"
"31","Darkest Dungeon","15","15","1","1","0","0"
"32","Nova Drift","15","30","2","2","0","0"
