"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","3165","137880","41","107","6592","124.966824"
"2","Gwent: The Witcher Card Game","2670","205320","70","133","8073","181.41573"
"3","Fallout 3","2340","72765","34","78","3462","88.76923"
"4","The Elder Scrolls V: Skyrim","750","41115","52","77","1457","116.56"
"5","Dota Underlords","630","23805","36","54","886","84.380952"
"6","BioShock Infinite","585","24615","44","71","885","90.76923"
"7","Fallout: New Vegas","570","24255","40","81","845","88.947368"
"8","Cuphead","435","20025","46","80","911","125.655172"
"9","Portal 2","390","18420","48","76","798","122.76923"
"10","SMITE","300","10785","36","79","461","92.2"
"11","Heroes of the Storm","195","7005","35","62","370","113.846153"
"12","Jackbox Party Packs","180","10875","59","74","580","193.333333"
"13","This War of Mine","165","8550","52","79","340","123.636363"
"14","The Jackbox Party Pack 4","135","5745","47","53","191","84.888888"
"15","The Jackbox Party Pack","105","5790","55","65","151","86.285714"
"16","Ace Combat: Assault Horizon Legacy","105","3075","29","38","113","64.571428"
"17","The Stanley Parable Mod","75","2985","39","82","184","147.2"
"18","BioShock","75","1155","15","20","57","45.6"
"19","Inside","75","4380","58","72","176","140.8"
"20","Rogue Trooper","60","1860","31","39","162","162"
"21","Age of Empires II","60","2640","44","46","194","194"
"22","Serious Sam 3: BFE","60","2880","48","55","54","54"
"23","The Sims 4","60","3480","58","59","204","204"
"24","Fallout","45","1980","44","48","63","84"
"25","Company of Heroes","30","1230","41","42","56","112"
"26","Prey","30","1740","58","61","45","90"
"27","Hotshot","15","300","20","20","25","100"
"28","Naruto Shippuden: Ultimate Ninja Heroes 3","15","705","47","47","56","224"
"29","Games + Demos","15","570","38","38","57","228"
