"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Detroit: Become Human","960","11085","9","43","106","6.625"
"2","Resident Evil 5","900","7290","7","14","57","3.8"
"3","Kingdom Hearts HD 1.5 + 2.5 ReMIX","390","2190","4","9","18","2.76923"
"4","UNDERTALE","330","3210","9","15","22","4"
"5","Unlisted on Twitch","300","2070","6","20","16","3.2"
"6","The Jackbox Party Pack","195","1380","7","11","16","4.923076"
"7","Resident Evil 2","180","855","4","9","11","3.666666"
"8","Resident Evil 6","120","750","6","8","19","9.5"
"9","Just Chatting","105","975","9","19","12","6.857142"
"10","20XX","60","375","6","8","15","15"
