"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Metal Gear Solid 2: Sons of Liberty","1320","11415","8","25","176","8"
"2","FINAL FANTASY IX","1155","10665","8","17","231","12"
"3","Vampire: The Masquerade - Redemption","1080","7830","7","13","145","8.055555"
"4","Darksiders II","960","7050","7","13","126","7.875"
"5","Deus Ex: Human Revolution - Director's Cut","855","5985","6","12","95","6.666666"
"6","BioShock 2","825","7815","9","20","156","11.345454"
"7","Thimbleweed Park","780","5460","6","13","105","8.076923"
"8","Until Dawn","750","7035","8","14","136","10.88"
"9","The Last of Us","615","7320","11","25","150","14.634146"
"10","Just Chatting","210","3780","18","25","258","73.714285"
"11","The Last of Us: Left Behind","180","1470","8","13","40","13.333333"
"12","Deus Ex: Human Revolution","180","1530","8","12","26","8.666666"
"13","Unlisted on Twitch","165","1245","7","12","29","10.545454"
"14","Human: Fall Flat","120","2520","21","24","15","7.5"
