"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","690","4590","6","22","226","19.652173"
"2","PUBG: BATTLEGROUNDS","660","2955","4","10","78","7.090909"
"3","Sea of Thieves","645","5580","7","20","103","9.581395"
"4","Marvel's Spider-Man","570","4935","7","14","95","10"
"5","Teamfight Tactics","450","2685","5","12","72","9.6"
"6","Marbles on Stream","240","2595","7","23","42","10.5"
"7","Red Dead Redemption 2","210","1215","5","11","35","10"
"8","Just Chatting","165","1785","9","17","41","14.90909"
"9","Rocket League","150","1170","7","11","36","14.4"
"10","Star Wars Battlefront II","135","825","6","8","12","5.333333"
"11","League of Legends","120","255","2","4","10","5"
"12","God of War","105","1005","9","17","28","16"
"13","Apex Legends","45","330","7","8","2","2.666666"
"14","osu!","30","255","8","9","7","14"
