"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","135","810","6","11","34","15.111111"
"2","Call of Duty: Black Ops II","15","105","7","7","0","0"
