"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","585","885","1","3","14","1.435897"
"2","Slime Rancher","345","720","1","3","8","1.391304"
"3","Art","285","300","0","2","8","1.68421"
"4","Pacer","255","465","1","2","5","1.17647"
"5","Gears of War 4","225","315","1","3","7","1.866666"
"6","Borderlands","195","420","2","3","8","2.461538"
"7","A Short Hike","135","255","1","3","7","3.111111"
"8","Night in the Woods","105","315","2","6","15","8.571428"
"9","Halo Wars","75","135","1","3","2","1.6"
"10","Borderlands 2","75","375","5","7","6","4.8"
