"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Subnautica","1260","14415","10","25","422","20.095238"
"2","FINAL FANTASY XIV ONLINE","840","9135","9","42","216","15.428571"
"3","The Legend of Zelda: Breath of the Wild","135","1035","7","10","67","29.777777"
