"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Smash Bros. Ultimate","1050","15600","14","28","487","27.828571"
"2","League of Legends","780","8925","10","21","325","25"
"3","Marvel Ultimate Alliance 3: The Black Order","750","5745","8","14","237","18.96"
"4","Catherine","615","7755","11","25","174","16.975609"
"5","Wolfenstein: The New Order","525","4440","8","17","138","15.771428"
"6","Wolfenstein II: The New Colossus","480","3870","7","20","133","16.625"
"7","Dead Space (2008)","375","3450","9","17","152","24.32"
"8","Dead Space 2","360","3750","8","26","98","16.333333"
"9","Wolfenstein: Youngblood","120","450","3","9","11","5.5"
"10","The Witcher 3: Wild Hunt","105","720","6","12","29","16.571428"
"11","Teamfight Tactics","45","465","10","12","43","57.333333"
"12","DOOM","15","180","12","12","15","60"
