"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Don't Starve Together","3480","184590","47","134","3673","63.327586"
"2","Old School RuneScape","870","13995","18","40","450","31.034482"
"3","Just Chatting","765","20265","22","95","844","66.196078"
"4","Borderlands 2","555","21810","38","53","404","43.675675"
"5","They Are Billions","300","6780","19","34","256","51.2"
"6","Visage","285","7200","24","31","147","30.947368"
"7","Monstrum","270","8760","31","38","126","28"
"8","Sea of Thieves","225","4065","18","24","130","34.666666"
"9","Dead by Daylight","225","5355","30","43","164","43.733333"
"10","Hollow Knight","210","7140","32","39","111","31.714285"
"11","UNO","105","3705","35","39","102","58.285714"
"12","Slime Rancher","90","3810","42","51","38","25.333333"
"13","Art","75","2400","34","39","60","48"
"14","Dead Space 2","60","1200","20","22","21","21"
"15","Condemned: Criminal Origins","30","390","13","13","0","0"
