"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","NBA Live 19","1485","62565","40","64","1033","41.737373"
"2","Fortnite","1125","35115","31","48","521","27.786666"
"3","Just Chatting","735","25845","30","52","340","27.755102"
"4","Heavy Rain","630","20025","31","42","285","27.142857"
"5","Wolfenstein: Youngblood","225","5475","24","30","118","31.466666"
"6","The Walking Dead: A New Frontier","210","5280","24","34","94","26.857142"
"7","Gears 5","165","5115","30","46","130","47.272727"
"8","Dead by Daylight","135","3930","29","33","60","26.666666"
"9","Life is Strange","90","2820","31","39","50","33.333333"
"10","Gears of War 4","75","1815","25","35","49","39.2"
"11","Apex Legends","60","1770","29","32","28","28"
