"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: Ocarina of Time","1065","14670","13","20","135","7.605633"
"2","Dragon Quest Builders 2","900","9255","9","18","148","9.866666"
"3","Super Mario Maker 2","720","7260","9","19","71","5.916666"
"4","God Eater 2: Rage Burst","210","1635","7","10","45","12.857142"
"5","Katana ZERO","180","1845","10","15","19","6.333333"
"6","Risk of Rain 2","165","1560","7","11","16","5.818181"
"7","Art","165","2175","13","32","72","26.181818"
"8","The Binding of Isaac: Repentance","120","930","7","11","12","6"
"9","The Legend of Zelda: Link's Awakening DX","120","1335","11","16","28","14"
"10","Membrane","45","375","8","9","2","2.666666"
"11","Unlisted on Twitch","30","300","10","11","40","80"
