"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Kingdom Come: Deliverance","1635","6780","3","11","118","4.330275"
"2","Grand Theft Auto V","1125","3705","3","5","56","2.986666"
"3","DayZ","1035","4905","3","12","46","2.666666"
"4","The Sinking City","690","2880","3","11","58","5.043478"
"5","Wolfenstein: Youngblood","495","2190","4","7","32","3.878787"
"6","Squad","390","1980","4","9","33","5.076923"
"7","Rising Storm 2: Vietnam","330","1470","3","8","51","9.272727"
"8","Just Chatting","180","765","4","6","18","6"
"9","Post Scriptum","120","240","2","3","14","7"
"10","Tom Clancy's Ghost Recon: Wildlands","60","150","2","3","10","10"
"11","Insurgency: Sandstorm","60","180","3","8","19","19"
"12","Unlisted on Twitch","30","210","7","7","3","6"
