"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","1500","9435","4","31","153","6.12"
"2","Super Mario Maker 2","585","4320","5","15","73","7.487179"
"3","Crash Team Racing Nitro-Fueled","570","2130","3","7","65","6.842105"
"4","Assassin's Creed Origins","495","1290","2","6","37","4.484848"
"5","Teamfight Tactics","465","1110","2","4","28","3.612903"
"6","Apex Legends","315","1320","4","8","50","9.523809"
"7","Fortnite","270","780","2","6","17","3.777777"
"8","skribbl.io","225","765","3","5","23","6.133333"
"9","Madden NFL 20","105","585","5","8","10","5.714285"
"10","Call of Duty: Black Ops 4","30","180","6","7","0","0"
"11","Just Chatting","15","135","9","9","8","32"
"12","Torchlight","15","45","3","3","0","0"
