"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2025","36000","17","31","4898","145.125925"
"2","Terraria","840","14325","15","25","764","54.571428"
"3","Teamfight Tactics","780","15030","18","29","874","67.230769"
"4","MapleStory","765","19200","24","45","1307","102.509803"
"5","Stardew Valley","540","10605","19","28","572","63.555555"
"6","Counter-Strike: Global Offensive","480","11115","23","36","771","96.375"
"7","Path of Exile","420","6360","15","24","533","76.142857"
"8","Apex Legends","420","8685","20","38","551","78.714285"
"9","Fran Bow","195","2820","16","26","235","72.307692"
"10","Pummel Party","135","2640","19","23","130","57.777777"
"11","The Jackbox Party Pack 4","105","2400","22","25","104","59.428571"
"12","League of Legends","105","1785","17","26","189","108"
"13","Dead by Daylight","105","2565","24","27","198","113.142857"
"14","PUBG: BATTLEGROUNDS","105","1905","18","21","48","27.428571"
"15","Stay Close","75","1470","19","22","131","104.8"
"16","Of Guards and Thieves","75","1290","17","19","84","67.2"
"17","Tooth and Tail","75","1395","18","21","46","36.8"
"18","Mobile Legends: Bang Bang","60","1440","24","26","89","89"
"19","Dota Underlords","45","825","18","22","142","189.333333"
"20","The Dark Occult","30","795","26","28","0","0"
"21","Human: Fall Flat","15","210","14","14","0","0"
"22","Just Dance Now","15","360","24","24","25","100"
