"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Pokémon Crystal","1815","5190","2","9","216","7.140495"
"2","Super Mario Maker 2","1665","4470","2","7","117","4.216216"
"3","Pokémon Ultra Sun/Ultra Moon","765","3270","4","12","148","11.607843"
"4","Xenoblade Chronicles 2","255","945","3","13","26","6.117647"
"5","Yu-Gi-Oh! Duel Links","135","225","1","3","17","7.555555"
"6","Pokémon Black/White","135","360","2","4","11","4.888888"
"7","Pokémon Red/Blue","135","360","2","4","7","3.111111"
"8","Pokémon Emerald","105","270","2","4","11","6.285714"
"9","Magic: The Gathering","90","0","0","0","2","1.333333"
"10","Tabletop Simulator","60","0","0","0","0","0"
"11","Oninaki","60","360","4","8","8","8"
